is_fee_evaluated,total_count,avg_platform_fee,sum_platform_fee,avg_exchange_fee,sum_exchange_fee
False,138,-0.006209374216860354,-0.8568936419267288,-0.006212715767763537,-0.8573547759513681
True,76,-0.004995368454714167,-0.37964800255827674,0.0013195954940284514,0.1002892575461623
